Genre,URL,Titre,Wikipedia_URL
Fiction,https://www.gutenberg.org/ebooks/16389,The Enchanted April,https://en.wikipedia.org/wiki/The_Enchanted_April
Fiction,https://www.gutenberg.org/ebooks/2554,Crime and Punishment,https://en.wikipedia.org/wiki/Crime_and_Punishment
Fiction,https://www.gutenberg.org/ebooks/345,Dracula,https://en.wikipedia.org/wiki/Dracula
Fiction,https://www.gutenberg.org/ebooks/394,Cranford,https://en.wikipedia.org/wiki/Cranford_(novel)
Fiction,https://www.gutenberg.org/ebooks/2160,The Expedition of Humphry Clinker,https://en.wikipedia.org/wiki/The_Expedition_of_Humphry_Clinker
Fiction,https://www.gutenberg.org/ebooks/6761,The Adventures of Ferdinand Count Fathom — Complete,"https://en.wikipedia.org/wiki/The_Adventures_of_Ferdinand,_Count_Fathom"
Fiction,https://www.gutenberg.org/ebooks/1259,Twenty years after,https://en.wikipedia.org/wiki/Twenty_Years_After
Fiction,https://www.gutenberg.org/ebooks/6593,"History of Tom Jones, a Foundling","https://en.wikipedia.org/wiki/The_History_of_Tom_Jones,_a_Foundling"
Fiction,https://www.gutenberg.org/ebooks/4085,The Adventures of Roderick Random,https://en.wikipedia.org/wiki/The_Adventures_of_Roderick_Random
Fiction,https://www.gutenberg.org/ebooks/98,A Tale of Two Cities,https://en.wikipedia.org/wiki/A_Tale_of_Two_Cities
Fiction,https://www.gutenberg.org/ebooks/1023,Bleak House,https://en.wikipedia.org/wiki/Bleak_House
Fiction,https://www.gutenberg.org/ebooks/5200,Metamorphosis,https://en.wikipedia.org/wiki/The_Metamorphosis
Fiction,https://www.gutenberg.org/ebooks/1260,Jane Eyre: An Autobiography,https://en.wikipedia.org/wiki/Jane_Eyre
Fiction,https://www.gutenberg.org/ebooks/1400,Great Expectations,https://en.wikipedia.org/wiki/Great_Expectations
Fiction,https://www.gutenberg.org/ebooks/76,Adventures of Huckleberry Finn,https://en.wikipedia.org/wiki/Adventures_of_Huckleberry_Finn
Fiction,https://www.gutenberg.org/ebooks/1952,The Yellow Wallpaper,https://en.wikipedia.org/wiki/The_Yellow_Wallpaper
Fiction,https://www.gutenberg.org/ebooks/25344,The Scarlet Letter,https://en.wikipedia.org/wiki/The_Scarlet_Letter
Fiction,https://www.gutenberg.org/ebooks/1661,The Adventures of Sherlock Holmes,https://en.wikipedia.org/wiki/The_Adventures_of_Sherlock_Holmes
Fiction,https://www.gutenberg.org/ebooks/28054,The Brothers Karamazov,https://en.wikipedia.org/wiki/The_Brothers_Karamazov
Fiction,https://www.gutenberg.org/ebooks/41445,"Frankenstein; Or, The Modern Prometheus",https://en.wikipedia.org/wiki/Frankenstein
Fiction,https://www.gutenberg.org/ebooks/4300,Ulysses,https://en.wikipedia.org/wiki/Ulysses_(novel)
Fiction,https://www.gutenberg.org/ebooks/45,Anne of Green Gables,https://en.wikipedia.org/wiki/Anne_of_Green_Gables
Fiction,https://www.gutenberg.org/ebooks/2000,Don Quijote (Spanish),https://en.wikipedia.org/wiki/Don_Quixote
Fiction,https://www.gutenberg.org/ebooks/1184,The Count of Monte Cristo,https://en.wikipedia.org/wiki/The_Count_of_Monte_Cristo
Fiction,https://www.gutenberg.org/ebooks/219,Heart of Darkness,https://en.wikipedia.org/wiki/Heart_of_Darkness
Fiction,https://www.gutenberg.org/ebooks/2600,War and Peace,https://en.wikipedia.org/wiki/War_and_Peace
Fiction,https://www.gutenberg.org/ebooks/768,Wuthering Heights,https://en.wikipedia.org/wiki/Wuthering_Heights
Fiction,https://www.gutenberg.org/ebooks/46,A Christmas Carol in Prose; Being a Ghost Story of Christmas,https://en.wikipedia.org/wiki/Adaptations_of_A_Christmas_Carol
Fiction,https://www.gutenberg.org/ebooks/74,"The Adventures of Tom Sawyer, Complete",https://en.wikipedia.org/wiki/The_Adventures_of_Tom_Sawyer
Fiction,https://www.gutenberg.org/ebooks/36034,White Nights and Other Stories,
Fiction,https://www.gutenberg.org/ebooks/8492,The King in Yellow,https://en.wikipedia.org/wiki/The_King_in_Yellow
Fiction,https://www.gutenberg.org/ebooks/2650,Du côté de chez Swann (French),https://fr.wikipedia.org/wiki/Du_c%C3%B4t%C3%A9_de_chez_Swann
Fiction,https://www.gutenberg.org/ebooks/135,Les Misérables,https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables
Fiction,https://www.gutenberg.org/ebooks/2814,Dubliners,https://en.wikipedia.org/wiki/Dubliners
Fiction,https://www.gutenberg.org/ebooks/30254,The Romance of Lust: A classic Victorian erotic novel,https://en.wikipedia.org/wiki/The_Romance_of_Lust
Fiction,https://www.gutenberg.org/ebooks/730,Oliver Twist,https://en.wikipedia.org/wiki/Oliver_Twist
Fiction,https://www.gutenberg.org/ebooks/514,Little Women,https://en.wikipedia.org/wiki/Little_Women
Fiction,https://www.gutenberg.org/ebooks/244,A Study in Scarlet,https://en.wikipedia.org/wiki/A_Study_in_Scarlet
Fiction,https://www.gutenberg.org/ebooks/120,Treasure Island,https://en.wikipedia.org/wiki/Treasure_Island
Fiction,https://www.gutenberg.org/ebooks/55,The Wonderful Wizard of Oz,https://en.wikipedia.org/wiki/The_Wonderful_Wizard_of_Oz
Fiction,https://www.gutenberg.org/ebooks/2852,The Hound of the Baskervilles,https://en.wikipedia.org/wiki/The_Hound_of_the_Baskervilles
Fiction,https://www.gutenberg.org/ebooks/10623,Plays,
Fiction,https://www.gutenberg.org/ebooks/2148,The Works of Edgar Allan Poe — Volume 2,
Fiction,https://www.gutenberg.org/ebooks/1399,Anna Karenina,https://en.wikipedia.org/wiki/Anna_Karenina
Fiction,https://www.gutenberg.org/ebooks/829,Gulliver's Travels into Several Remote Nations of the World,https://en.wikipedia.org/wiki/Gulliver%27s_Travels
Fiction,https://www.gutenberg.org/ebooks/10676,The Reign of Greed,https://en.wikipedia.org/wiki/El_filibusterismo
Fiction,https://www.gutenberg.org/ebooks/158,Emma,https://en.wikipedia.org/wiki/Emma_(novel)
Fiction,https://www.gutenberg.org/ebooks/31284,Josefine Mutzenbacher (German),https://en.wikipedia.org/wiki/Josephine_Mutzenbacher
Fiction,https://www.gutenberg.org/ebooks/779,The Tragical History of Doctor Faustus,https://en.wikipedia.org/wiki/Doctor_Faustus_(play)
Fiction,https://www.gutenberg.org/ebooks/996,Don Quixote,https://en.wikipedia.org/wiki/Don_Quixote
Fiction,https://www.gutenberg.org/ebooks/786,Hard Times,https://en.wikipedia.org/wiki/Hard_Times_(novel)
Fiction,https://www.gutenberg.org/ebooks/1251,Le Morte d'Arthur: Volume 1,https://en.wikipedia.org/wiki/Le_Morte_d%27Arthur
Fiction,https://www.gutenberg.org/ebooks/10007,Carmilla,https://en.wikipedia.org/wiki/Carmilla
Fiction,https://www.gutenberg.org/ebooks/41,The Legend of Sleepy Hollow,https://en.wikipedia.org/wiki/The_Legend_of_Sleepy_Hollow
Fiction,https://www.gutenberg.org/ebooks/110,Tess of the d'Urbervilles: A Pure Woman,https://en.wikipedia.org/wiki/Tess_of_the_d%27Urbervilles
Fiction,https://www.gutenberg.org/ebooks/16,Peter Pan,https://en.wikipedia.org/wiki/Peter_and_Wendy
Fiction,https://www.gutenberg.org/ebooks/27673,Oedipus King of Thebes,https://en.wikipedia.org/wiki/Oedipus_Rex
Fiction,https://www.gutenberg.org/ebooks/161,Sense and Sensibility,https://en.wikipedia.org/wiki/Sense_and_Sensibility
Fiction,https://www.gutenberg.org/ebooks/36,The War of the Worlds,https://en.wikipedia.org/wiki/The_War_of_the_Worlds
Fiction,https://www.gutenberg.org/ebooks/19942,Candide,https://en.wikipedia.org/wiki/Candide
Fiction,https://www.gutenberg.org/ebooks/4217,A Portrait of the Artist as a Young Man,https://en.wikipedia.org/wiki/A_Portrait_of_the_Artist_as_a_Young_Man
Fiction,https://www.gutenberg.org/ebooks/67098,Winnie-the-Pooh,https://en.wikipedia.org/wiki/Winnie-the-Pooh_(book)
Fiction,https://www.gutenberg.org/ebooks/600,Notes from the Underground,https://en.wikipedia.org/wiki/Notes_from_Underground
Fiction,https://www.gutenberg.org/ebooks/105,Persuasion,https://en.wikipedia.org/wiki/Persuasion_(novel)
Fiction,https://www.gutenberg.org/ebooks/27761,"Hamlet, Prince of Denmark",https://en.wikipedia.org/wiki/Hamlet
Fiction,https://www.gutenberg.org/ebooks/20228,Noli Me Tangere (Tagalog),https://en.wikipedia.org/wiki/Noli_Me_T%C3%A1ngere_(novel)
Fiction,https://www.gutenberg.org/ebooks/3825,Pygmalion,https://en.wikipedia.org/wiki/Pygmalion_(play)
Fiction,https://www.gutenberg.org/ebooks/12,Through the Looking-Glass,https://en.wikipedia.org/wiki/Through_the_Looking-Glass
Fiction,https://www.gutenberg.org/ebooks/521,The Life and Adventures of Robinson Crusoe,https://en.wikipedia.org/wiki/Robinson_Crusoe
Fiction,https://www.gutenberg.org/ebooks/23700,The Decameron of Giovanni Boccaccio,https://en.wikipedia.org/wiki/The_Decameron
Fiction,https://www.gutenberg.org/ebooks/14591,Faust [part 1]. Translated Into English in the Original Metres,https://en.wikipedia.org/wiki/Goethe%27s_Faust
Fiction,https://www.gutenberg.org/ebooks/35,The Time Machine,https://en.wikipedia.org/wiki/The_Time_Machine
Fiction,https://www.gutenberg.org/ebooks/3090,Complete Original Short Stories of Guy De Maupassant,
Fiction,https://www.gutenberg.org/ebooks/2413,Madame Bovary,https://en.wikipedia.org/wiki/Madame_Bovary
Fiction,https://www.gutenberg.org/ebooks/60976,Rip Van Winkle,https://en.wikipedia.org/wiki/Rip_Van_Winkle
Fiction,https://www.gutenberg.org/ebooks/203,Uncle Tom's Cabin,
Fiction,https://www.gutenberg.org/ebooks/17489,Les misérables Tome I: Fantine (French),https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables
Fiction,https://www.gutenberg.org/ebooks/2097,The Sign of the Four,https://en.wikipedia.org/wiki/The_Sign_of_the_Four
Fiction,https://www.gutenberg.org/ebooks/766,David Copperfield,https://en.wikipedia.org/wiki/David_Copperfield
Fiction,https://www.gutenberg.org/ebooks/164,Twenty Thousand Leagues under the Sea,https://en.wikipedia.org/wiki/Twenty_Thousand_Leagues_Under_the_Seas
Fiction,https://www.gutenberg.org/ebooks/215,The call of the wild,https://en.wikipedia.org/wiki/The_Call_of_the_Wild
Fiction,https://www.gutenberg.org/ebooks/1514,A Midsummer Night's Dream,https://en.wikipedia.org/wiki/A_Midsummer_Night%27s_Dream
Fiction,https://www.gutenberg.org/ebooks/69087,The murder of Roger Ackroyd,https://en.wikipedia.org/wiki/The_Murder_of_Roger_Ackroyd
Fiction,https://www.gutenberg.org/ebooks/23042,The Tempest,https://en.wikipedia.org/wiki/The_Tempest
Fiction,https://www.gutenberg.org/ebooks/42324,"Frankenstein; Or, The Modern Prometheus",https://en.wikipedia.org/wiki/Frankenstein
Fiction,https://www.gutenberg.org/ebooks/236,The Jungle Book,https://en.wikipedia.org/wiki/The_Jungle_Book
Fiction,https://www.gutenberg.org/ebooks/160,"The Awakening, and Selected Short Stories",
Fiction,https://www.gutenberg.org/ebooks/121,Northanger Abbey,https://en.wikipedia.org/wiki/Northanger_Abbey
Fiction,https://www.gutenberg.org/ebooks/308,Three Men in a Boat (To Say Nothing of the Dog),https://en.wikipedia.org/wiki/Three_Men_in_a_Boat
Fiction,https://www.gutenberg.org/ebooks/7700,Lysistrata,https://en.wikipedia.org/wiki/Lysistrata
Fiction,https://www.gutenberg.org/ebooks/113,The Secret Garden,https://en.wikipedia.org/wiki/The_Secret_Garden
Fiction,https://www.gutenberg.org/ebooks/25305,Memoirs of Fanny Hill,https://en.wikipedia.org/wiki/Fanny_Hill
Fiction,https://www.gutenberg.org/ebooks/209,The Turn of the Screw,https://en.wikipedia.org/wiki/The_Turn_of_the_Screw
Fiction,https://www.gutenberg.org/ebooks/103,Around the World in Eighty Days,https://en.wikipedia.org/wiki/Around_the_World_in_Eighty_Days
Fiction,https://www.gutenberg.org/ebooks/1531,"Othello, the Moor of Venice",https://en.wikipedia.org/wiki/Othello
Fiction,https://www.gutenberg.org/ebooks/2500,Siddhartha,https://en.wikipedia.org/wiki/Siddhartha_(novel)
Fiction,https://www.gutenberg.org/ebooks/1254,Cyrano de Bergerac,https://en.wikipedia.org/wiki/Cyrano_de_Bergerac_(play)
Fiction,https://www.gutenberg.org/ebooks/1524,"Hamlet, Prince of Denmark",https://en.wikipedia.org/wiki/Hamlet
Fiction,https://www.gutenberg.org/ebooks/805,This Side of Paradise,https://en.wikipedia.org/wiki/This_Side_of_Paradise
Fiction,https://www.gutenberg.org/ebooks/2527,The Sorrows of Young Werther,https://en.wikipedia.org/wiki/The_Sorrows_of_Young_Werther
Fiction,https://www.gutenberg.org/ebooks/1837,The Prince and the Pauper,https://en.wikipedia.org/wiki/The_Prince_and_the_Pauper
Fiction,https://www.gutenberg.org/ebooks/35018,雲形紋章 (Japanese),https://en.wikipedia.org/wiki/Moonfleet_(novel)
Fiction,https://www.gutenberg.org/ebooks/4517,Ethan Frome,https://en.wikipedia.org/wiki/Ethan_Frome
Fiction,https://www.gutenberg.org/ebooks/57333,Project Gutenberg Compilation of Short Stories by Chekhov,
Fiction,https://www.gutenberg.org/ebooks/14838,The Tale of Peter Rabbit,https://en.wikipedia.org/wiki/The_Tale_of_Peter_Rabbit
Fiction,https://www.gutenberg.org/ebooks/8525,"Eve's Diary, Complete",https://en.wikipedia.org/wiki/Eve%27s_Diary
Fiction,https://www.gutenberg.org/ebooks/71865,Mrs. Dalloway,https://en.wikipedia.org/wiki/Mrs_Dalloway
Fiction,https://www.gutenberg.org/ebooks/73,The Red Badge of Courage: An Episode of the American Civil War,https://en.wikipedia.org/wiki/The_Red_Badge_of_Courage
Fiction,https://www.gutenberg.org/ebooks/13415,The Lady with the Dog and Other Stories,
Fiction,https://www.gutenberg.org/ebooks/59112,R.U.R. (Rossum's Universal Robots),https://en.wikipedia.org/wiki/R.U.R.
Fiction,https://www.gutenberg.org/ebooks/902,"The Happy Prince, and Other Tales",https://en.wikipedia.org/wiki/The_Happy_Prince_and_Other_Tales
Fiction,https://www.gutenberg.org/ebooks/2638,The Idiot,https://en.wikipedia.org/wiki/The_Idiot
Fiction,https://www.gutenberg.org/ebooks/2232,The Duchess of Malfi,https://en.wikipedia.org/wiki/The_Duchess_of_Malfi
Fiction,https://www.gutenberg.org/ebooks/140,The Jungle,https://en.wikipedia.org/wiki/The_Jungle
Fiction,https://www.gutenberg.org/ebooks/5230,The Invisible Man: A Grotesque Romance,https://en.wikipedia.org/wiki/The_Invisible_Man
Fiction,https://www.gutenberg.org/ebooks/21279,2 B R 0 2 B,https://en.wikipedia.org/wiki/2_B_R_0_2_B
Fiction,https://www.gutenberg.org/ebooks/141,Mansfield Park,https://en.wikipedia.org/wiki/Mansfield_Park
Fiction,https://www.gutenberg.org/ebooks/114,The Tenniel Illustrations for Carroll's Alice in Wonderland,
Fiction,https://www.gutenberg.org/ebooks/910,White Fang,https://en.wikipedia.org/wiki/White_Fang
Fiction,https://www.gutenberg.org/ebooks/2610,Notre-Dame de Paris,https://en.wikipedia.org/wiki/The_Hunchback_of_Notre-Dame
Fiction,https://www.gutenberg.org/ebooks/1754,The Sea-Gull,https://en.wikipedia.org/wiki/The_Seagull
Fiction,https://www.gutenberg.org/ebooks/47629,"Ang ""Filibusterismo"" (Karugtóng ng Noli Me Tangere) (Tagalog)",
Fiction,https://www.gutenberg.org/ebooks/1250,Anthem,https://en.wikipedia.org/wiki/Anthem_(novella)
Fiction,https://www.gutenberg.org/ebooks/70891,Notre-Dame de Paris - Tome 1 (French),https://en.wikipedia.org/wiki/The_Hunchback_of_Notre-Dame
Fiction,https://www.gutenberg.org/ebooks/5921,"The History of Don Quixote, Volume 1, Complete",https://en.wikipedia.org/wiki/Don_Quixote
Fiction,https://www.gutenberg.org/ebooks/6087,The Vampyre; a Tale,https://en.wikipedia.org/wiki/The_Vampyre
Fiction,https://www.gutenberg.org/ebooks/6737,The Social Cancer: A Complete English Version of Noli Me Tangere,https://en.wikipedia.org/wiki/Noli_Me_T%C3%A1ngere_(novel)
Fiction,https://www.gutenberg.org/ebooks/61963,We,https://en.wikipedia.org/wiki/We_(novel)
Fiction,https://www.gutenberg.org/ebooks/2781,Just so stories,https://en.wikipedia.org/wiki/Just_So_Stories
Fiction,https://www.gutenberg.org/ebooks/2147,The Works of Edgar Allan Poe — Volume 1,
Fiction,https://www.gutenberg.org/ebooks/86,A Connecticut Yankee in King Arthur's Court,https://en.wikipedia.org/wiki/A_Connecticut_Yankee_in_King_Arthur%27s_Court
Fiction,https://www.gutenberg.org/ebooks/375,An Occurrence at Owl Creek Bridge,https://en.wikipedia.org/wiki/An_Occurrence_at_Owl_Creek_Bridge
Fiction,https://www.gutenberg.org/ebooks/2199,The Iliad,https://en.wikipedia.org/wiki/Iliad
Fiction,https://www.gutenberg.org/ebooks/3011,The Lady of the Lake,https://en.wikipedia.org/wiki/The_Lady_of_the_Lake_(poem)
Fiction,https://www.gutenberg.org/ebooks/16433,The Gay Cockade,
Fiction,https://www.gutenberg.org/ebooks/11231,"Bartleby, the Scrivener: A Story of Wall-Street","https://en.wikipedia.org/wiki/Bartleby,_the_Scrivener"
Fiction,https://www.gutenberg.org/ebooks/24022,A Christmas Carol,https://en.wikipedia.org/wiki/A_Christmas_Carol
Fiction,https://www.gutenberg.org/ebooks/541,The Age of Innocence,https://en.wikipedia.org/wiki/The_Age_of_Innocence
Fiction,https://www.gutenberg.org/ebooks/271,Black Beauty,https://en.wikipedia.org/wiki/Black_Beauty
Fiction,https://www.gutenberg.org/ebooks/1522,Julius Caesar,https://en.wikipedia.org/wiki/Julius_Caesar_(play)
Fiction,https://www.gutenberg.org/ebooks/18857,A Journey to the Centre of the Earth,https://en.wikipedia.org/wiki/Journey_to_the_Center_of_the_Earth
Fiction,https://www.gutenberg.org/ebooks/863,The Mysterious Affair at Styles,
Fiction,https://www.gutenberg.org/ebooks/1257,The three musketeers,https://en.wikipedia.org/wiki/The_Three_Musketeers
Fiction,https://www.gutenberg.org/ebooks/599,Vanity Fair,https://en.wikipedia.org/wiki/Vanity_Fair_(novel)
Fiction,https://www.gutenberg.org/ebooks/61221,A passage to India,https://en.wikipedia.org/wiki/A_Passage_to_India
Fiction,https://www.gutenberg.org/ebooks/22367,Die Verwandlung (German),https://en.wikipedia.org/wiki/The_Metamorphosis
Fiction,https://www.gutenberg.org/ebooks/159,The island of Doctor Moreau,https://en.wikipedia.org/wiki/The_Island_of_Doctor_Moreau
Fiction,https://www.gutenberg.org/ebooks/175,The Phantom of the Opera,https://en.wikipedia.org/wiki/The_Phantom_of_the_Opera_(novel)
Fiction,https://www.gutenberg.org/ebooks/4078,The Picture of Dorian Gray,https://en.wikipedia.org/wiki/The_Picture_of_Dorian_Gray
Fiction,https://www.gutenberg.org/ebooks/834,The Memoirs of Sherlock Holmes,https://en.wikipedia.org/wiki/The_Memoirs_of_Sherlock_Holmes
Fiction,https://www.gutenberg.org/ebooks/9366,Mary Olivier: a Life,
Fiction,https://www.gutenberg.org/ebooks/51,Anne of the Island,https://en.wikipedia.org/wiki/Anne_of_the_Island
Fiction,https://www.gutenberg.org/ebooks/7849,The Trial,https://en.wikipedia.org/wiki/The_Trial
Fiction,https://www.gutenberg.org/ebooks/30142,Little Brother,https://en.wikipedia.org/wiki/Little_Brother_(Doctorow_novel)
Fiction,https://www.gutenberg.org/ebooks/146,A Little Princess,https://en.wikipedia.org/wiki/A_Little_Princess
Fiction,https://www.gutenberg.org/ebooks/383,"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy",
Fiction,https://www.gutenberg.org/ebooks/8117,"The possessed :  or, The devils",https://en.wikipedia.org/wiki/Demons_(Dostoevsky_novel)
Fiction,https://www.gutenberg.org/ebooks/4276,North and South,https://en.wikipedia.org/wiki/North_and_South_(Gaskell_novel)
Fiction,https://www.gutenberg.org/ebooks/1200,Gargantua and Pantagruel,https://en.wikipedia.org/wiki/Gargantua_and_Pantagruel
Fiction,https://www.gutenberg.org/ebooks/1429,"The Garden Party, and Other Stories",https://en.wikipedia.org/wiki/The_Garden_Party_(short_story_collection)
Fiction,https://www.gutenberg.org/ebooks/19839,Emma,https://en.wikipedia.org/wiki/Emma_(novel)
Fiction,https://www.gutenberg.org/ebooks/26272,The Spy,https://en.wikipedia.org/wiki/The_Spy_(Cooper_novel)
Fiction,https://www.gutenberg.org/ebooks/5225,The Satyricon — Complete,https://en.wikipedia.org/wiki/Satyricon
Fiction,https://www.gutenberg.org/ebooks/75998,Daredevil,https://en.wikipedia.org/wiki/Daredevil_(novel)
Fiction,https://www.gutenberg.org/ebooks/54494,海公案 (Chinese),
Fiction,https://www.gutenberg.org/ebooks/42704,Salomé: A Tragedy in One Act,https://en.wikipedia.org/wiki/Salome_(play)
Fiction,https://www.gutenberg.org/ebooks/28794,"Moby Dick; Or, The Whale",https://en.wikipedia.org/wiki/Moby-Dick
Fiction,https://www.gutenberg.org/ebooks/580,The Pickwick Papers,https://en.wikipedia.org/wiki/The_Pickwick_Papers
Fiction,https://www.gutenberg.org/ebooks/47,Anne of Avonlea,https://en.wikipedia.org/wiki/Anne_of_Avonlea
Fiction,https://www.gutenberg.org/ebooks/289,The Wind in the Willows,https://en.wikipedia.org/wiki/The_Wind_in_the_Willows
Fiction,https://www.gutenberg.org/ebooks/500,The Adventures of Pinocchio,https://en.wikipedia.org/wiki/The_Adventures_of_Pinocchio
Fiction,https://www.gutenberg.org/ebooks/7256,The Gift of the Magi,https://en.wikipedia.org/wiki/The_Gift_of_the_Magi
Fiction,https://www.gutenberg.org/ebooks/1515,The Merchant of Venice,https://en.wikipedia.org/wiki/The_Merchant_of_Venice
Fiction,https://www.gutenberg.org/ebooks/8578,The Grand Inquisitor,https://en.wikipedia.org/wiki/The_Grand_Inquisitor
Fiction,https://www.gutenberg.org/ebooks/108,The Return of Sherlock Holmes,https://en.wikipedia.org/wiki/The_Return_of_Sherlock_Holmes
Fiction,https://www.gutenberg.org/ebooks/28811,Barchester Towers,https://en.wikipedia.org/wiki/Barchester_Towers
Fiction,https://www.gutenberg.org/ebooks/7178,Swann's Way,https://en.wikipedia.org/wiki/In_Search_of_Lost_Time
Fiction,https://www.gutenberg.org/ebooks/26264,The Return of the Native,https://en.wikipedia.org/wiki/The_Return_of_the_Native
Fiction,https://www.gutenberg.org/ebooks/1079,"The Life and Opinions of Tristram Shandy, Gentleman","https://en.wikipedia.org/wiki/The_Life_and_Opinions_of_Tristram_Shandy,_Gentleman"
Fiction,https://www.gutenberg.org/ebooks/26297,Little Women,https://en.wikipedia.org/wiki/Little_Women
Fiction,https://www.gutenberg.org/ebooks/17157,Gulliver's Travels into Several Remote Regions of the World,https://en.wikipedia.org/wiki/Gulliver%27s_Travels
Fiction,https://www.gutenberg.org/ebooks/6133,"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar","https://en.wikipedia.org/wiki/Ars%C3%A8ne_Lupin,_Gentleman_Burglar"
Fiction,https://www.gutenberg.org/ebooks/31516,The Eyes Have It,
Fiction,https://www.gutenberg.org/ebooks/24571,Der Struwwelpeter (German),https://en.wikipedia.org/wiki/Struwwelpeter
Fiction,https://www.gutenberg.org/ebooks/25525,"The Works of Edgar Allan Poe, The Raven Edition",
Fiction,https://www.gutenberg.org/ebooks/39287,苦悶の欄 (Japanese),
Fiction,https://www.gutenberg.org/ebooks/22962,Mansfield Park,https://en.wikipedia.org/wiki/Mansfield_Park
Fiction,https://www.gutenberg.org/ebooks/1526,"Twelfth Night; Or, What You Will",https://en.wikipedia.org/wiki/Twelfth_Night
Fiction,https://www.gutenberg.org/ebooks/20593,Anne of Green Gables,https://en.wikipedia.org/wiki/Anne_of_Green_Gables
Fiction,https://www.gutenberg.org/ebooks/696,The Castle of Otranto,https://en.wikipedia.org/wiki/The_Castle_of_Otranto
Fiction,https://www.gutenberg.org/ebooks/284,The House of Mirth,https://en.wikipedia.org/wiki/The_House_of_Mirth
Fiction,https://www.gutenberg.org/ebooks/2992,The Middle-Class Gentleman,https://en.wikipedia.org/wiki/Le_Bourgeois_gentilhomme
Fiction,https://www.gutenberg.org/ebooks/32,Herland,https://en.wikipedia.org/wiki/Herland_(novel)
Fiction,https://www.gutenberg.org/ebooks/1056,Martin Eden,https://en.wikipedia.org/wiki/Martin_Eden
Fiction,https://www.gutenberg.org/ebooks/8954,Lady Audley's Secret,https://en.wikipedia.org/wiki/Lady_Audley%27s_Secret
Fiction,https://www.gutenberg.org/ebooks/82,Ivanhoe: A Romance,https://en.wikipedia.org/wiki/Ivanhoe
Fiction,https://www.gutenberg.org/ebooks/19033,Alice's Adventures in Wonderland,https://en.wikipedia.org/wiki/Alice%27s_Adventures_in_Wonderland
Fiction,https://www.gutenberg.org/ebooks/10148,The Merry Adventures of Robin Hood,https://en.wikipedia.org/wiki/The_Merry_Adventures_of_Robin_Hood
Fiction,https://www.gutenberg.org/ebooks/23712,Tarzan of the Apes,https://en.wikipedia.org/wiki/Tarzan_of_the_Apes
Fiction,https://www.gutenberg.org/ebooks/75999,A journey of joy,
Fiction,https://www.gutenberg.org/ebooks/17989,"Le comte de Monte-Cristo, Tome I (French)",https://en.wikipedia.org/wiki/The_Count_of_Monte_Cristo
Fiction,https://www.gutenberg.org/ebooks/67138,The Sun Also Rises,https://en.wikipedia.org/wiki/The_Sun_Also_Rises
Fiction,https://www.gutenberg.org/ebooks/4081,The Alchemist,https://en.wikipedia.org/wiki/The_Alchemist_(play)
Fiction,https://www.gutenberg.org/ebooks/1874,The Railway Children,https://en.wikipedia.org/wiki/The_Railway_Children
Fiction,https://www.gutenberg.org/ebooks/512,Mosses from an old manse,https://en.wikipedia.org/wiki/Mosses_from_an_Old_Manse
